video_path,class_name,label,split
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary031_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary032_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary034_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary035_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary036_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary037_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary039_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary040_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary041_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary043_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary044_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary045_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary046_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary047_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary048_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary050_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary051_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary054_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary055_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary056_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary057_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary062_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary063_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary065_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary066_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary067_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary068_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary069_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary070_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary071_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary073_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary074_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary077_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary078_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary079_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary081_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary082_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary084_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary086_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary089_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary090_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary091_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary094_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary096_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary097_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary098_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Burglary/Burglary100_x264.mp4,Burglary,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting002_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting003_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting004_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting005_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting007_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting011_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting012_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting014_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting015_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting016_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting017_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting019_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting020_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting021_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting022_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting023_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting024_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting025_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting026_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting027_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting028_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting030_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting031_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting032_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting033_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting037_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting038_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting039_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting041_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting044_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting045_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting046_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting047_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting048_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Fighting/Fighting051_x264.mp4,Fighting,1,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_246_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_247_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_289_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_310_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_345_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_352_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_360_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_365_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_401_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_417_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_453_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_478_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_576_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_597_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_603_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_656_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_696_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_704_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_722_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_745_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_781_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_798_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_828_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_831_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_877_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_881_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_905_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_912_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_913_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_914_x264.mp4,Normal,0,train
/kaggle/input/datasets/alirakhmaev/ucf-crime-full/Normal_Videos_for_Event_Recognition/Normal_Videos_929_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos016_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos021_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos026_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos028_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos036_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos037_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos043_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos054_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos058_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos060_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos073_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos081_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos097_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos108_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos112_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos116_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos130_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos135_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos144_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos155_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos163_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos164_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos166_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos177_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos178_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos204_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos205_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos209_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos219_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos226_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos233_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos236_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos250_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos260_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos270_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos275_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos278_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos286_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos296_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos302_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos305_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos336_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos344_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos346_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos356_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos362_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos367_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos376_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos380_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos384_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos387_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos402_x264.mp4,Normal,0,train
/kaggle/input/datasets/vigneshwar472/ucaucf-crime-annotation-dataset/UCF_Crimes/UCF_Crimes/Videos/Training_Normal_Videos_Anomaly/Normal_Videos404_x264.mp4,Normal,0,train
